TRAP,Source,Type,LU_Around,LU_Top,Date,DiameterMax,DiameterMin,HeightMax,Condition,PrincipalSourceOfImpact,AllNotes
9887,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2022-09-23,15,NA,0.1,5 - extinct or near extinct,Agriculture,hard to determine
8796,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-26,15,NA,3.5,3 - damaged,Other (military trenches),"grassland (scrub with military construction,grassland (scrub,overall area height is around 5 m,diameter of the spur is ca 50 m WE and 60 SN direction"
8649,Survey,Burial Mound,Pasture,Pasture,2022-09-26,40,35,2.5,3 - damaged,Looting,"grassland (With some scrub,grassland (With some scrub,oval due to RTs"
8650,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-26,35,NA,4.5,3 - damaged,Looting,"grassland (With some scrub,grassland (with some scrub,Oval due to RTs"
8651,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-26,20,NA,2.5,2 - minor damage,Road cut,"grassland,grassland,round"
8797,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-26,18,NA,1.7,1 - pristine,Agriculture (ploughing on the east side),"pottery scatter),grassland"
8652,Legacy verification,Uncertain Feature,Annual agriculture,Scrub,2022-09-26,95,40,3.5,0 - No observation,Erosion (could be military activity ),oval
8798,Legacy verification,Extinct Burial Mound,Annual agriculture,Scrub,2022-09-26,40,NA,1.5,5 - extinct or near extinct,Other (bunker and trenches),"bunker with trenches),actual bunker 6x5x1.5,diameter stands for the Scrubby patch"
8799,Legacy verification,Burial Mound,Annual agriculture,Scrub,2022-09-26,45,34,1.5,0 - No observation (indeterminable due to scrub. possibly prestine)??,Post-depositional (vegetation ),with tall trees
8653,Legacy verification,Burial Mound,Forest,Forest,2022-09-26,25,NA,1,1 - pristine,Erosion,round
9950,Survey,Extinct Burial Mound?,Annual agriculture,Annual agriculture,2022-09-27,24,NA,0.3,5 - extinct or near extinct,Agriculture,sprawling ploughed  up shape
9888,Survey,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,24,0,1,3 - damaged,Agriculture,it''s round
9951,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,24,NA,0.8,4 - seriously damaged,Agriculture,
9889,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-27,40,0,4,2 - minor damage,Looting,grassland
9952,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-27,36,16,2.2,2 - minor damage,Animal activity,grassland (grass with a little scrub
9953,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,25,NA,2,3 - damaged,Agriculture,
8654,Legacy verification,Extinct Burial Mound,Annual agriculture,Pasture,2022-09-27,10,NA,0,5 - extinct or near extinct,Agriculture,grassland
9890,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,16,NA,1,4 - seriously damaged,Agriculture,"Ploughed over, flat"
9891,Survey,Burial Mound,Annual agriculture,Scrub,2022-09-27,34,27,3,3 - damaged,Looting,
9954,Survey,Burial Mound?,Annual agriculture,Annual agriculture,2022-09-27,18,NA,0.9,4 - seriously damaged,Agriculture,
9892,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,46,36,0.5,5 - extinct or near extinct,Agriculture,
9955,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-27,60,50,1.5,4 - seriously damaged,Excavation?,grassland
9893,Survey,Burial Mound,Annual agriculture,Scrub,2022-09-27,39,31,2.5,2 - minor damage,Agriculture,
8655,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-27,22,NA,2,3 - damaged,Agriculture,"grassland,round"
9894,Survey,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,27,25,1.8,4 - seriously damaged,Agriculture,Round
9895,Survey,Other,Annual agriculture,Scrub,2022-09-27,0,0,3,2 - minor damage,Post-depositional,
8656,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,30,NA,1.5,4 - seriously damaged,Agriculture,
9956,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,25,NA,1,4 - seriously damaged,Agriculture,
9896,Survey,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,22,NA,1,3 - damaged,Agriculture,
8657,Legacy verification,Uncertain Feature,Pasture,Pasture,2022-09-27,0,NA,0,5 - extinct or near extinct,Construction,"grassland,grassland"
9897,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,24,0,1.8,3 - damaged,Agriculture,Round
9957,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-27,22,NA,2.5,1 - pristine,Animal activity,grassland
8658,Legacy verification,Burial Mound,Pasture,Forest,2022-09-27,31,NA,1.8,4 - seriously damaged,Urban development,grassland
8659,Legacy verification,Burial Mound,Forest,Scrub,2022-09-27,30,NA,3,4 - seriously damaged,Looting,
9898,Survey,Burial Mound?,Annual agriculture,Scrub,2022-09-27,16,0,0.5,4 - seriously damaged,Agriculture,
9958,Legacy verification,Burial Mound,Scrub,Pasture,2022-09-27,22,NA,2.7,3 - damaged,Looting,grassland
8660,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,30,NA,1.5,4 - seriously damaged,Agriculture,
9899,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-27,17,0,1.8,2 - minor damage,Animal activity,"grassland (very scrubby,grassland"
8661,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,20,NA,0.5,4 - seriously damaged,Agriculture,ploughed over
8662,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,22,NA,1.6,4 - seriously damaged,Agriculture,
9959,Legacy verification,Extinct Burial Mound,Annual agriculture,Scrub,2022-09-27,100,60,1.5,5 - extinct or near extinct,Agriculture,
8663,Legacy verification,Burial Mound,Annual agriculture,Scrub,2022-09-27,35,NA,4,2 - minor damage,Looting,
9960,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,24,NA,1.8,3 - damaged,Agriculture,
9961,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,24,NA,1.4,3 - damaged,Agriculture,
9962,Legacy verification,Burial Mound,Annual agriculture,Scrub,2022-09-27,24,NA,3.2,3 - damaged,Looting,
8664,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,0,NA,0,5 - extinct or near extinct,Agriculture,
9900,Legacy verification,Burial Mound,Perennial agriculture,Pasture,2022-09-27,26,0,1.7,2 - minor damage,Agriculture,"e.g orchard or vineyard,grassland,Round"
8665,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,2022-09-27,200,NA,0,3 - damaged,Agriculture,pottery scatter in a radius of 200m from the point
9963,Survey,Burial Mound,Scrub,Pasture,2022-09-27,16,NA,2.1,4 - seriously damaged,Looting,grassland (with scrub and oak trees on top
8666,Legacy verification,Other,Annual agriculture,Scrub,2022-09-27,30,NA,3,3 - damaged,Construction,tall overgrown concrete bunker
9964,Legacy verification,Burial Mound,Pasture,Scrub,2022-09-27,20,NA,4,3 - damaged,Looting,grassland
9901,Legacy verification,Burial Mound,Perennial agriculture,Annual agriculture,2022-09-27,25,NA,1,4 - seriously damaged,Agriculture,e.g orchard or vineyard
8667,Legacy verification,Surface Scatter,Annual agriculture,Annual agriculture,2022-09-27,150,NA,0,3 - damaged,Agriculture,150m radius of a scatter
9902,Legacy verification,Uncertain Feature,Annual agriculture,Scrub,2022-09-27,0,0,0,0 - No observation,No observation,
9965,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,24,NA,1,3 - damaged,Agriculture,
9966,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,32,NA,1.4,3 - damaged,Agriculture,
8668,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,40,NA,2,4 - seriously damaged,Agriculture,
9967,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-27,30,NA,1.7,2 - minor damage,Agriculture,
8669,Legacy verification,Burial Mound,Annual agriculture,Scrub,2022-09-28,45,NA,4,2 - minor damage,Animal activity,
9903,Legacy verification,Extinct Burial Mound,Annual agriculture,Pasture,2022-09-28,0,0,0,5 - extinct or near extinct,Agriculture,"grassland,Due to the destruction of the mound, the shape of the mound becomes slightly dibbit."
8670,Legacy verification,Other,Scrub,Pasture,2022-09-28,25,NA,2,0 - No observation,Construction,grassland
9904,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-28,29,22,1,5 - extinct or near extinct,Looting (As well as agriculture.),"grassland,Like the previous mound, this one is destroyed. The grass area on the field distincts the mound, and the dimensions is area of the grass. The height is the preserved bits, ca 1 m."
9905,Survey,Burial Mound?,Pasture,Pasture,2022-09-28,12,0,1.7,2 - minor damage,Post-depositional,"grassland,grassland"
8671,Legacy verification,Other,Forest,Forest,2022-09-28,0,NA,0,0 - No observation,No observation,
9906,Survey,Burial Mound?,Pasture,Pasture,2022-09-28,10,0,1,2 - minor damage,Post-depositional,"grassland,grassland"
9907,Legacy verification,Burial Mound,Scrub,Pasture,2022-09-28,12,0,1.6,2 - minor damage,Excavation (military trench ),grassland
9908,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-28,22,16,1,3 - damaged,Agriculture,"grassland,tThe ploughing has reduced the mounds diameter"
8672,Legacy verification,Burial Mound,Forest,Forest,2022-09-28,42,NA,9,4 - seriously damaged,Looting,
9909,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-28,30,24,2,4 - seriously damaged,Looting (And agricultural activity),"grassland,The looting and agricultural activity has elongated the shape of the mound"
9910,Legacy verification,Burial Mound?,Annual agriculture,Annual agriculture,2022-09-28,6,NA,0.3,5 - extinct or near extinct,Agriculture,"Covered with medium sized stones,Elongated"
9911,Legacy verification,Burial Mound?,Forest,Forest,2022-09-28,0,NA,0.3,4 - seriously damaged,Looting,
9912,Legacy verification,Burial Mound,Forest,Annual agriculture,2022-09-28,28,0,1,4 - seriously damaged,Looting,"half is in forest half in field,And forest"
9913,Legacy verification,Extinct Burial Mound,Forest,Pasture,2022-09-28,0,0,0,5 - extinct or near extinct,Agriculture,"and field,grassland (and field and forest"
9914,Legacy verification,Tell,Perennial agriculture,Forest,2022-09-28,100,70,10,1 - pristine,Looting,"e.g orchard or vineyard (and forest and scrub,and scrub"
9968,Legacy verification,Extinct Burial Mound,Perennial agriculture,Perennial agriculture,2022-09-29,100,NA,0.5,5 - extinct or near extinct,Agriculture,"e.g orchard or vineyard,e.g orchard or vineyard"
8673,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-29,35,NA,4,4 - seriously damaged,Looting,grassland
8674,Legacy verification,Burial Mound,Perennial agriculture,Perennial agriculture,2022-09-29,34,NA,1.8,3 - damaged,Agriculture,"e.g orchard or vineyard,e.g orchard or vineyard"
9969,Legacy verification,Burial Mound,Perennial agriculture,Pasture,2022-09-29,50,NA,3,4 - seriously damaged,Road cut,"e.g orchard or vineyard,grassland,Shape is unusual"
9970,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,60,NA,3,3 - damaged,Agriculture,Mound is one  ridge so height might be exaggerated.
8675,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,20,NA,0.7,4 - seriously damaged,Agriculture,
9971,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,40,NA,1.4,3 - damaged,Agriculture,
8677,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-29,30,NA,2,3 - damaged,Looting,"grassland,grassland"
9972,Survey,Surface Scatter,Annual agriculture,Annual agriculture,2022-09-29,250,NA,0,0 - No observation,No observation,
8678,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-29,40,NA,3,3 - damaged,Looting,"grassland,grassland"
8679,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-29,28,NA,1.5,4 - seriously damaged,Looting,"grassland,grassland"
9973,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,50,NA,5,3 - damaged,Agriculture,5 m  above the railway
8681,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-29,37,NA,2,4 - seriously damaged,Looting,"grassland,grassland"
9974,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-29,48,NA,7,3 - damaged,Looting,grassland
8682,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-29,46,NA,5,3 - damaged,Construction,"grassland,grassland"
8683,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-29,49,NA,4,4 - seriously damaged,Looting,"grassland,grassland"
8684,Legacy verification,Burial Mound,Pasture,Pasture,2022-09-29,41,NA,3,3 - damaged,Looting,"grassland,grassland"
9975,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-29,27,NA,5,3 - damaged,Looting,grassland
9976,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-29,40,NA,4.5,1 - pristine,Post-depositional,"Scrub to the north side,grassland (With 5 trees on top"
8685,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,27,NA,1,4 - seriously damaged,Agriculture,
9977,Legacy verification,Burial Mound,Scrub,Pasture,2022-09-29,32,NA,3.6,1 - pristine,Post-depositional,grassland
9978,Legacy verification,Burial Mound,Annual agriculture,Pasture,2022-09-29,28,NA,3.7,2 - minor damage,Animal activity,grassland
9979,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,40,NA,0.4,5 - extinct or near extinct,Agriculture,"Ploughed in to nothing, sprawling hence the diameter."
8686,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,39,NA,1.5,3 - damaged,Agriculture,
9980,Survey,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,30,NA,1.1,5 - extinct or near extinct,Agriculture,
8687,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,15,NA,0.3,5 - extinct or near extinct,Agriculture,
9981,Survey,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,20,NA,1.1,4 - seriously damaged,Agriculture,
9982,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,28,NA,1.3,4 - seriously damaged,Agriculture,
9983,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,38,NA,0.9,4 - seriously damaged,Agriculture,
8688,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,65,NA,3,4 - seriously damaged,Agriculture,
8689,Legacy verification,Uncertain Feature,Perennial agriculture,Scrub,2022-09-29,57,NA,3,2 - minor damage,Agriculture,e.g orchard or vineyard
9984,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2022-09-29,32,NA,1.5,4 - seriously damaged,Agriculture,
8051,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-11-17,35,25,2,3,Looting,0
8056,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-17,40,40,4.5,2,Looting,0
8057,Legacy verification,Burial Mound,Forest,Scrub,2010-11-17,35,35,1.8,2,Looting,in the real forest
8058,Legacy verification,Burial Mound,Pasture,Pasture,2010-11-17,25,25,1.5,1,Looting,0
8059,Survey,Burial Mound,Pasture,Pasture,2010-11-17,30,30,1.5,1,Looting,0
8060,Legacy verification,Burial Mound,Pasture,Pasture/Scrub,2010-11-17,40,40,1.5,5,Looting,0
9013,Survey,Burial Mound,Pasture,Pasture,2010-10-23,24,23,2,2,Looting,probably used by army; Bara:maybe used for military purposes ?
9014,Survey,Burial Mound,Pasture,Pasture/Scrub,2010-10-23,13,23,2,5,Looting,"cut in the middle by fence, one half belongs to privat yard; Bara:cut in halves by a fence, part in the private property entirely dug out (W part)"
9015,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-10-23,50,30,0.5,5,Agriculture,"destroyed by agriculture, Yavor - originally was diam 30, h.1.5 m; Bara:entirely ploughed over"
9016,Legacy verification,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-10-23,30,20,0.3,5,Agriculture,destroyed by agriculture; Bara:entirely ploughed over
9017,Legacy verification,Burial Mound,Pasture,Pasture,2010-10-23,40,50,1.8,5,road,dirt road cut the mound in the middle; Bara:dirt road leads over the mound
9018,Legacy verification,Burial Mound,Pasture,Pasture,2010-10-23,35,35,1.5,5,Looting,trench with stones - Roman?; Bara:trench with five large stones
9019,Legacy verification,Burial Mound,Pasture,Pasture,2010-10-23,20,15,1,5,Looting,probably robbed and again covered with soil; Bara:probably dug out and soil put back again
9020,Legacy verification,Extinct Burial Mound,Pasture,Pasture,2010-10-23,50,60,1.5,5,Agriculture,"destroyed by agriculture, hard to distinguish measures; Bara:entirely ploughed over"
9021,Survey,Extinct Burial Mound,Annual agriculture,Annual agriculture,2010-10-23,25,25,1.5,5,Agriculture,looks like Thracian pottery; Bara:entirely ploughed over
9022,Legacy verification,Burial Mound,Annual agriculture,Pasture,2010-10-23,30,30,1.5,3,Looting,"1 RT very fresh; Bara:around agricultures, succumbs to surroundings"
9023,Legacy verification,Burial Mound,Annual agriculture,Annual agriculture,2010-10-23,30,30,2,5,Agriculture,entirely ploughed over
9025,Survey,Burial Mound,Pasture,Scrub,2010-10-23,25,30,2,3,Bioturbation,"11 holes from animals on the top; Bara:overgrown with bushes, fence pole on the surface"
9026,Legacy verification,Burial Mound,Pasture,Pasture/Scrub,2010-10-23,35,35,1.5,1,None,pasture on top with several scrubs
