TRAP,createdBy,Date,Type,AllNotes,Source,DescriptionOfMoundOrLocale,LU_Around,LU_Top,Latitude,Longitude,Northing,Easting,Accuracy,FacingDirectionForPhoto,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,DamageNotes,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWithin,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
9523,Vera Dolezalkova,2017-09-11,Burial Mound,"grassland,photo #39",Legacy verification,NA,Pasture,Scrub,42.4173977,26.21233709,4696421.579,435195.4792,3,Northeast,3,33,NA,30,NA,NA,NA,No,NA,NA,2 - minor damage,,Post-depositional,"just pasture, the mound is in vicinity of an abandoned house - trash all around",3 - impaired,Urban development,Unknown,NA,modern trash all around,NA,POINT(435195.479193 4696421.578571)
8114,Bara Weissova,2017-09-11,Burial Mound,,Legacy verification,NA,Scrub,Scrub,42.40019299,26.16557283,4694547.944,431329.1872,3,West,1,40,NA,25,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,the,4 - minimal,Looting,Unknown,NA,NA,NA,POINT(431329.187231 4694547.944031)
8316,Adela Sobotkova,2017-09-11,Burial Mound,"e.g orchard or vineyard,#80",Legacy verification,hilltop mound in burnt rose field with couple Rats and geodetic marker,Perennial agriculture,Scrub,42.38190125,26.2361991,4692462.21,437123.2924,3,Northwest,2.3,25,2,20,NA,NA,"geodetic marker, burnt surface, low visibility",No,NA,NA,2 - minor damage,,Looting,NA,2 - good,Looting,Last year,"[01,round,2,1.5,tree inside;02,rect,2,1,1, 03,round,1.5,0.3]",NA,files/app/323e3f2f-3910-4001-993a-98e86ca9b70c_image-1505115393723.original.jpg - files/app/39a367b7-bc03-43ec-998f-abac7d891961_image-1505115227106.original.jpg - files/app/6a105323-ac68-4352-8a99-793c913c7a55_image-1505115685381.original.jpg,POINT(437123.292374 4692462.209706)
8115,Bara Weissova,2017-09-11,Burial Mound,"grassland,view on the valley",Legacy verification,NA,Scrub,Pasture,42.39287284,26.17088944,4693730.848,431758.8,3,North,2,30,NA,10,NA,NA,NA,No,NA,NA,2 - minor damage,,Looting,NA,2 - good,Looting,Unknown,"01, irregular, 2,4, western part of mound looting or other activity?",NA,NA,POINT(431758.799984 4693730.84777)
8317,Adela Sobotkova,2017-09-11,Burial Mound,#87-90,Legacy verification,Drenashkata mogila,Scrub,Scrub,42.38461094,26.23205275,4692766.162,436784.6774,3,Northwest,3,36,NA,NA,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,"burning, animal turbation -badgers",3 - impaired,Looting,Last year?,"[01,teardrop,10,4,3,massive bulldozer like excavation in south half;02,rect,4,2.5,1,on West side;03, path through north side,12,3,1]",NA,files/app/1689c1fa-54e4-4fb0-8898-d2e09a611793_image-1505118736266.original.jpg - files/app/273e6b5b-b9ac-43dc-b9d5-7b92663ebe4b_image-1505116974008.original.jpg - files/app/adc7d9d0-5dc3-4258-b5ce-d7e6347c00d5_image-1505118543153.original.jpg - files/app/c20e3381-632e-4a32-bfc4-1dc0bb0e61b8_image-1505116890382.original.jpg - files/app/eb5b0e17-340c-4849-814d-766ff3feede0_image-1505118561933.original.jpg,POINT(436784.677382 4692766.1624)
9524,Vera Dolezalkova,2017-09-11,Burial Mound,photo #40-41,Legacy verification,NA,Scrub,Scrub,42.4160662,26.20075039,4696282.637,434240.793,3,West,1.8,25,NA,28,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,"erosion,as it is on the south slope",4 - minimal,Looting,Unknown,"[01,oval,8,4,0.8,few white quartz stones]",NA,files/app/7cab0fc0-de90-44a7-bd32-db91caafc359_image-1505117819538.original.jpg,POINT(434240.792966 4696282.636754)
8116,Bara Weissova,2017-09-11,Uncertain Mound,,Survey,concentration of large stones,Scrub,Scrub,42.39443578,26.18393613,4693893.998,432834.3009,3,West,0.2,40,NA,40,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Looting,NA,5 - none or nearly none,Looting,Unknown,NA,NA,NA,POINT(432834.300868 4693893.998453)
9525,Vera Dolezalkova,2017-09-11,Burial Mound,"grassland,grassland,photo #46-52",Legacy verification,NA,Pasture,Pasture,42.41636743,26.20036959,4696316.38,434209.7776,3,North,2,35,1.8,30,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,"[01,t-shape,10,8,1.5,quartz and limestone inside,see the drawing]",NA,files/app/20157b1f-813b-4764-9234-009c77e6f8d1_image-1505118248563.original.jpg - files/app/b295148b-50a5-4cfc-b70a-a4499b55349d_image-1505118166167.original.jpg,POINT(434209.777574 4696316.380403)
9526,Vera Dolezalkova,2017-09-11,Burial Mound,"grassland,grassland,photo #55-58",Legacy verification,NA,Pasture,Pasture,42.41651885,26.20014047,4696333.371,434191.0848,3,North,2.3,40,2,35,NA,NA,NA,No,NA,NA,1 - pristine,,No observation,NA,1 - full,No observation,Not relevant,NA,NA,NA,POINT(434191.084759 4696333.371021)
8318,Adela Sobotkova,2017-09-11,Uncertain Mound,"explain in notes (burnt terrain,#102-103",Survey,"between 8317 and 8319, on the crossroads",Scrub,Other,42.38810909,26.23329013,4693153.668,436890.04,3,Southwest,0.5,10,NA,8,NA,NA,4 fieldstones on top,No,NA,NA,5 - extinct or near extinct,,Other,burning,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(436890.040001 4693153.667807)
9527,Vera Dolezalkova,2017-09-11,Burial Mound,"grassland,grassland,photo #61-64",Legacy verification,NA,Pasture,Pasture,42.41083284,26.19750504,4695704.053,433968.2863,3,North,1.2,30,0.8,25,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,"[01,oval,9,8,1.2]",NA,files/app/f9fb7a15-98cc-428b-92d7-0c072721b485_image-1505119690082.original.jpg,POINT(433968.286287 4695704.053471)
8319,Adela Sobotkova,2017-09-11,Burial Mound,"burnt svrub,#104-106",Legacy verification,"next to a road, geodetic marker",Scrub,Scrub,42.3903067,26.2310608,4693399.343,436708.7449,3,Southwest,1.7,16,NA,11,NA,NA,"loose stones, one large ashlar, other fieldstones",No,NA,NA,4 - seriously damaged,,Looting,burning,4 - minimal,Agriculture,Last month,"[01, rect,7,3,1.5,recent bulldozer like trench;02, round,2,0.5, old overgrown trench]",NA,files/app/b76b13e5-b911-4fe3-b8ac-9b2bfc64d6a4_image-1505120160411.original.jpg - files/app/ba65a3d6-7cec-431e-b355-3f8b11f955c8_image-1505120361783.original.jpg,POINT(436708.744921 4693399.342854)
9528,Vera Dolezalkova,2017-09-11,Burial Mound,"grassland,grassland,photo #66-69",Legacy verification,NA,Pasture,Pasture,42.4074671,26.19737823,4695330.427,433954.3209,3,South,1.9,40,1.7,35,NA,NA,NA,No,NA,NA,2 - minor damage,,Looting,NA,2 - good,No observation,Unknown,"[01,rectangular,5,2.5,1.5,east-west cut into east half]",NA,files/app/f1d94158-cf65-4832-bb98-d44218d0fcca_image-1505120313942.original.jpg,POINT(433954.320908 4695330.427175)
9529,Vera Dolezalkova,2017-09-11,Burial Mound,"grassland,grassland,northeast of mound rectangular Robbers trench
photo #70-76",Legacy verification,NA,Pasture,Pasture,42.40738666,26.19842975,4695320.679,434040.7641,96,East,1.9,30,1.7,25,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,"[01,irregular,5,5,1.5,see the drawing]",NA,files/app/9eceeb51-8880-4303-bcff-1964a9dcbba1_image-1505120731163.original.jpg - files/app/b2cdf406-56e5-4c6c-8fd1-bd7ca0bd2746_image-1505120936958.original.jpg,POINT(434040.764137 4695320.678546)
8320,Adela Sobotkova,2017-09-11,Uncertain Mound,#107-107,Survey,"next to 8321,looks like a military exercise",Scrub,Scrub,42.39246405,26.22891575,4693640.489,436534.3588,3,Northeast,0.4,16,NA,9,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Excavation,military embankment? burning,5 - none or nearly none,Looting,Unknown,"[01,rect,8,4,1.5, military? facing northeast;02,round,2,0.5, old overgrown]",NA,files/app/d7c5666b-9469-4971-9808-bcb72663bb12_image-1505120948173.original.jpg - files/app/e5ebe7ba-52a3-4682-9ab3-e7a47fd17ecf_image-1505121156873.original.jpg,POINT(436534.358758 4693640.489136)
9530,Vera Dolezalkova,2017-09-11,Burial Mound,"grassland,photo #77-85",Legacy verification,NA,Annual agriculture,Pasture,42.40517653,26.19912201,4695074.734,434095.4153,3,South,4,42,3.8,40,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,"[01,irregular,18,10,2.5,cut in almost whole profile of the mound in ne quarter;02,trench,20,1,1,trench through the whole mound in upper west part;03,rectangular,1.2,1,1,for all Robbers trenches see drawing]",NA,files/app/04ee0632-d55a-482b-9783-26432ae85b55_image-1505121723133.original.jpg - files/app/066d5fbc-52be-4d75-8dad-15af36a436cc_image-1505121647714.original.jpg - files/app/3b15c618-47d4-4a98-8e9e-ca5f056d9eba_image-1505121536401.original.jpg,POINT(434095.415317 4695074.73384)
8321,Adela Sobotkova,2017-09-11,Burial Mound,"grassland,grassland,#109-110",Legacy verification,next to dirt road,Pasture,Pasture,42.39266992,26.22735759,4693664.513,436406.3181,3,West,2.2,23,NA,20,NA,NA,NA,No,NA,NA,2 - minor damage,,Excavation,NA,2 - good,Looting,Unknown,"[01, lozenge,8,4,2, military?]",NA,files/app/16f65678-9df7-4907-92d2-d544c25ad754_image-1505121620557.original.jpg - files/app/7a2937b4-1583-4555-a503-d7b7134f2dc3_image-1505121796100.original.jpg,POINT(436406.318106 4693664.51276)
8117,Bara Weissova,2017-09-11,Extinct Burial Mound,grassland,Legacy verification,heap of stones in middle of field,Annual agriculture,Pasture,42.38115279,26.19148582,4692413.15,433441.6458,3,East,0,15,NA,5,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last year,NA,NA,NA,POINT(433441.645844 4692413.149706)
8322,Adela Sobotkova,2017-09-11,Uncertain Mound,"burnt field,explain in notes,#111-112",Survey,military installations under mounds 8321 and 8320,Annual agriculture,Other,42.3931325,26.2281194,4693715.307,436469.4872,3,Northeast,0.4,9,NA,6,NA,NA,one large white quartz holder,No,NA,NA,5 - extinct or near extinct,,Excavation,NA,5 - none or nearly none,Looting,Unknown,"[01,rect,6,4,1, military?]",NA,files/app/4ba50657-314a-4585-9698-c5ca1ff4c250_image-1505122189317.original.jpg - files/app/fc94042b-a7a7-4e61-832f-a9005fef28ad_image-1505122256854.original.jpg,POINT(436469.487225 4693715.307324)
9531,Vera Dolezalkova,2017-09-11,Burial Mound,"grassland,grassland",Legacy verification,NA,Pasture,Pasture,42.40184794,26.20550889,4694700.2,434617.5412,3,South,0.8,19,0.6,16,NA,NA,NA,No,NA,NA,3 - damaged,,Looting,NA,4 - minimal,Looting,Unknown,"[01,irregular,8,4,0.5]",NA,files/app/389b6e01-9b0a-4cc9-9ae1-6cadddf2a246_image-1505122406574.original.jpg - files/app/c9484273-d37b-46bf-b3b4-4280c1f03805_image-1505122422853.original.jpg,POINT(434617.541209 4694700.199836)
8323,Adela Sobotkova,2017-09-11,Extinct Burial Mound,#113,Legacy verification,NA,Annual agriculture,Annual agriculture,42.38434712,26.21724582,4692747.988,435565.5353,3,South,1.4,30,0.5,25,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(435565.535277 4692747.987748)
8324,Adela Sobotkova,2017-09-11,Burial Mound,#115,Legacy verification,ploughed up mound with geodetic marker,Annual agriculture,Annual agriculture,42.3834157,26.2063386,4692652.892,434666.707,3,East,0.8,25,NA,20,NA,NA,NA,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(434666.70699 4692652.89246)
8325,Adela Sobotkova,2017-09-12,Burial Mound,#117-118,Legacy verification,lozyata near Mezhda,Annual agriculture,Annual agriculture,42.34737355,26.24045714,4688625.222,437439.5703,3,West,1.5,28,1,25,NA,Loose artefacts,some RM AC material around the mound probably from Lozyata site nearby?,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(437439.5703 4688625.221531)
8326,Adela Sobotkova,2017-09-12,Surface Scatter,,Legacy verification,NA,Annual agriculture,Scrub,42.34843876,26.24314564,4688741.525,437662.0644,3,West,0.5,150,NA,NA,NA,Artefact scatter - Loose artefacts,"roman material 1/sq m scattered along north side of scrubby feature, AC, fineware, white field stones to the north, tiles and AC to NE",Yes,Roman,files/app/7f2b06c4-0fc4-423d-80ca-b1e2316fbfc7_image-1505191307705.original.jpg,5 - extinct or near extinct,,Excavation,NA,3 - impaired,Agriculture,Last week,NA,NA,NA,POINT(437662.064361 4688741.52453)
8327,Adela Sobotkova,2017-09-12,Extinct Burial Mound,#123,Legacy verification,soilmark within gentle terrain wave,Annual agriculture,Annual agriculture,42.3509414,26.24334465,4689019.264,437680.9284,3,Northeast,0.5,20,NA,NA,NA,Loose artefacts,"crushed limestone debris, 1ac fragment, 2 fw artefacts",Yes,Roman,files/app/5ca4ad80-6f6e-45bb-ac0b-fb32a3b14ea6_image-1505192539130.original.jpg,5 - extinct or near extinct,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(437680.928412 4689019.263507)
9532,Vera Dolezalkova,2017-09-12,Burial Mound,"grassland,photo #1-7",Legacy verification,NA,Annual agriculture,Pasture,42.32282514,26.11139548,4686002.449,426780.7429,3,South,2.2,30,2,30,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Looting,NA,4 - minimal,Looting,Unknown,"[01, rectangular, 6, 3, 2.1; 02, oval, 1.5, 1.5, 0.3; 03, rectangular, 2.5, 2, 0.5; 04, rectangular, 2, 1, 0.4]",NA,files/app/1960ea94-851f-484e-ae32-958e344cc55d_image-1505193074016.original.jpg - files/app/51f0d03a-3760-44be-a993-79a7a4d44b7b_image-1505192448834.original.jpg - files/app/e5005f67-2de6-4280-91d7-5b15813bd8ee_image-1505192437414.original.jpg,POINT(426780.742888 4686002.449002)
8328,Adela Sobotkova,2017-09-12,Burial Mound,#125-126,Legacy verification,NA,Annual agriculture,Annual agriculture,42.35154452,26.24339821,4689086.193,437685.9356,3,North,1,25,NA,NA,NA,Loose artefacts,NA,Yes,NA,files/app/ac1e1ebf-27f1-497a-aa67-77907e6a7373_image-1505192861663.original.jpg,4 - seriously damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(437685.935571 4689086.193076)
8329,Adela Sobotkova,2017-09-12,Burial Mound,"ridge,#127",Legacy verification,soilmark within gentle terrain wave,Annual agriculture,Annual agriculture,42.35110421,26.24202788,4689038.308,437572.6382,3,West,0.5,25,NA,20,NA,Loose artefacts - Bones,"skull fragment, fw pottery, fresh breaks",Yes,NA,files/app/435bbbc9-2520-41a6-b1fe-73f8fbe37575_image-1505193747810.original.jpg,5 - extinct or near extinct,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(437572.638191 4689038.30783)
8330,Adela Sobotkova,2017-09-12,Burial Mound,#129-131,Legacy verification,NA,Annual agriculture,Annual agriculture,42.3505258,26.24300312,4688973.368,437652.3884,3,Southeast,0.8,23,NA,NA,NA,Artefact scatter - Loose artefacts,"thin and thick walled fineware, coarse ware, slipped urn, 1 shard per sq m, one EBA or Nl shard on NE periphery, freshly exposed material, fresh breaks",Yes,Roman,files/app/3472cd6d-4613-40dd-b334-962fa5469146_image-1505194649201.original.jpg - files/app/60de5ce5-a821-49b3-930b-0499742dcab6_image-1505194424011.original.jpg - files/app/9725e2ed-0ba8-4fa1-8c3e-ee1620f0b6a7_image-1505194939233.original.jpg - files/app/c98d2285-4556-4c6a-9f05-377bf04bdca4_image-1505194246281.original.jpg,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,mound on its last legs,NA,POINT(437652.38841 4688973.36752)
9533,Vera Dolezalkova,2017-09-12,Burial Mound,photo #8,Legacy verification,NA,Annual agriculture,Annual agriculture,42.31794629,26.12067399,4685452.777,427539.682,3,East,1.6,25,1.8,20,NA,NA,NA,No,NA,NA,2 - minor damage,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(427539.682021 4685452.777474)
8118,Bara Weissova,2017-09-12,Burial Mound,grassland,Legacy verification,NA,Annual agriculture,Pasture,42.36588961,26.03702863,4690850.872,420707.1478,3,West,3.5,50,NA,50,NA,NA,NA,No,NA,NA,1 - pristine,,No observation,NA,1 - full,No observation,Not relevant,NA,NA,NA,POINT(420707.147815 4690850.871628)
8331,Adela Sobotkova,2017-09-12,Burial Mound,#136-140,Legacy verification,NA,Annual agriculture,Annual agriculture,42.35195569,26.2465852,4689129.518,437948.8229,3,Northeast,0.8,20,NA,18,NA,Loose artefacts,"amphora handle, fw rim, AC, RS cup body frag -2 mm thick, freshly ploughed up and exposed grave(s)",Yes,Roman,files/app/5696f9b5-a729-4658-a793-ec0797e2c268_image-1505196206065.original.jpg - files/app/75eda3af-7208-4506-8964-773c1e352448_image-1505195911325.original.jpg,4 - seriously damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(437948.822875 4689129.517838)
9534,Vera Dolezalkova,2017-09-12,Burial Mound,photo #9,Legacy verification,NA,Annual agriculture,Annual agriculture,42.32686093,26.13019391,4686434.564,428334.289,3,North,1.5,22,NA,18,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(428334.289033 4686434.564257)
8119,Bara Weissova,2017-09-12,Burial Mound,,Legacy verification,NA,Annual agriculture,Scrub,42.37154599,26.04062205,4691475.597,421010.1274,3,West,3,50,NA,45,NA,NA,NA,No,NA,NA,2 - minor damage,,Looting,agriculture,No observation,Agriculture,Last year,"01,square,2,0.5, manual excavation; 02, rectangle, 4,1,1, manual excavation; 03, rectangle, 4,0.5,0.5, manual excavation; 04, irregular, 2,1,0.5, manual excavation",NA,files/app/c7aa4d29-d1d9-4609-a226-9f66ebfe2e0f_image-1505197102963.original.jpg,POINT(421010.127408 4691475.596817)
8332,Adela Sobotkova,2017-09-12,Burial Mound,#141-142,Legacy verification,NA,Annual agriculture,Annual agriculture,42.35225474,26.24632243,4689162.914,437927.4752,3,Northwest,0.6,15,NA,NA,NA,NA,none,No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last week,NA,NA,NA,POINT(437927.475184 4689162.914175)
9535,Vera Dolezalkova,2017-09-12,Burial Mound,photo #10,Legacy verification,NA,Annual agriculture,Annual agriculture,42.32882515,26.13239884,4686650.809,428518.185,3,East,1.8,24,1.5,22,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(428518.184967 4686650.808579)
8333,Adela Sobotkova,2017-09-12,Extinct Burial Mound,uncertain diameter,Legacy verification,mound not discernible but soilmark and pottery on the surface,Annual agriculture,Annual agriculture,42.35242033,26.24658871,4689181.107,437949.5695,3,North,0.1,10,NA,NA,NA,Loose artefacts,"amphora handle, other thick walled fw,",Yes,NA,files/app/6b226cb5-812a-4507-911d-dcb87e1016d0_image-1505197026458.original.jpg,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(437949.569485 4689181.106911)
8334,Adela Sobotkova,2017-09-12,Extinct Burial Mound,#145,Legacy verification,soilmark ashy loose soil with rocks,Annual agriculture,Annual agriculture,42.35250304,26.2467932,4689190.142,437966.4922,6,Northeast,0,7,NA,4,NA,NA,"lots of field stones, some red uncharacteristic pottery",No,NA,NA,5 - extinct or near extinct,,Agriculture,NA,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(437966.492166 4689190.141628)
8335,Adela Sobotkova,2017-09-12,Burial Mound,146-147,Legacy verification,lovely large mound with yellow brown dry soil on top,Annual agriculture,Annual agriculture,42.35395734,26.24782365,4689350.871,438052.7881,3,East,2.4,40,NA,NA,NA,NA,NA,No,NA,NA,3 - damaged,,Agriculture,NA,3 - impaired,Agriculture,Last month,NA,NA,NA,POINT(438052.788138 4689350.871277)
8336,Adela Sobotkova,2017-09-12,Burial Mound,#148-149,Legacy verification,NA,Annual agriculture,Annual agriculture,42.35426709,26.24856177,4689384.727,438113.8816,3,Northeast,0.8,20,NA,18,NA,Loose artefacts,"AC, some pottery",Yes,NA,files/app/426d11fc-65ac-4be5-8d7b-e9a4608158ae_image-1505199137992.original.jpg,4 - seriously damaged,,Agriculture,NA,5 - none or nearly none,Agriculture,Last month,NA,NA,NA,POINT(438113.881561 4689384.727218)
9536,Vera Dolezalkova,2017-09-12,Burial Mound,"photo #11
southern part of mound is damaged by tractor track
mound is very flat but still possible to see mound
only visible from north or south view 
east and west barely visible",Legacy verification,NA,Annual agriculture,Annual agriculture,42.33956508,26.126067720000002,4687848.672,428008.8098,3,South,0.6,19,0.4,14,NA,NA,NA,No,NA,NA,4 - seriously damaged,,Agriculture,NA,4 - minimal,Agriculture,Last month,NA,NA,NA,POINT(428008.809841 4687848.672473)
