"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact"
"939",8245,"Survey","Other","Pasture","Pasture",2018-09-12,"6",NA,"1","3 - damaged","Other"
"940",9656,"Survey","Other","Forest","Forest",2018-09-12,"16",15,"2","0 - No observation","Other"
"941",8246,"Survey","Other","Pasture","Pasture",2018-09-12,"6",NA,"1.7","4 - seriously damaged","Other"
"942",8247,"Survey","Other","Pasture","Pasture",2018-09-12,"6",NA,"1","3 - damaged","Post-depositional"
"943",9657,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-12,"35",40,"8","4 - seriously damaged","Looting"
"944",8248,"Survey","Burial Mound","Pasture","Pasture",2018-09-12,"12",NA,"1.6","2 - minor damage","Other"
"945",8249,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-12,"25",NA,"2.5","1 - pristine","Animal activity"
"946",8250,"Survey","Other","Pasture","Pasture",2018-09-12,"6",NA,"1.7","4 - seriously damaged","Other"
"947",8251,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-12,"15",NA,"2","0 - No observation","Post-depositional"
"948",8252,"Survey","Other","Pasture","Pasture",2018-09-12,"6",NA,"1.5","5 - extinct or near extinct","Other"
"949",9658,"Survey","Uncertain Feature","Forest","Forest",2018-09-12,"9",8,"1.4","0 - No observation","Other"
"950",8253,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-12,"30",25,"2","1 - pristine","Post-depositional"
"951",9659,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-12,"0",NA,"0","0 - No observation","Agriculture"
"952",8254,"Survey","Burial Mound","Pasture","Pasture",2018-09-12,"15",NA,"1.9","1 - pristine","Animal activity"
"953",9660,"Survey","Uncertain Feature","Annual agriculture","Scrub",2018-09-12,"35",32,"0.5","0 - No observation","Agriculture"
"954",9661,"Legacy verification","Burial Mound","Forest","Forest",2018-09-12,"30",25,"2.5","4 - seriously damaged","Other"
"955",8255,"Survey","Other","Scrub","Pasture",2018-09-12,"8",NA,"1.5","3 - damaged","Other"
"956",8256,"Survey","Other","Pasture","Pasture",2018-09-12,"10",NA,"0.5","0 - No observation","Other"
"957",8257,"Survey","Other","Pasture","Pasture",2018-09-12,"0",NA,"0","0 - No observation","No observation"
"958",9662,"Survey","Other","Scrub","Scrub",2018-09-13,"20",12,"2.2","0 - No observation","Other"
"959",9663,"Legacy verification","Other","Scrub","Scrub",2018-09-13,"16",15,"2","0 - No observation","Other"
"960",9664,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"30",25,"1.5","4 - seriously damaged","Agriculture"
"961",8258,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"15",NA,"1.5","1 - pristine","Animal activity"
"962",9665,"Survey","Burial Mound","Annual agriculture","Scrub",2018-09-13,"22",20,"1.2","3 - damaged","Looting"
"963",8519,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"35",30,"5","3 - damaged","Looting"
"964",9800,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-13,NA,NA,NA,"0 - No observation","Agriculture"
"965",8259,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"15",NA,"1.4","2 - minor damage","Other"
"966",9666,"Survey","Uncertain Feature","Scrub","Scrub",2018-09-13,"16",8,"1","0 - No observation","Other"
"967",8520,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"45",40,"3.5","3 - damaged","Animal activity"
"968",8260,"Survey","Surface Scatter","Annual agriculture","Pasture",2018-09-13,"30",NA,"0","3 - damaged","Agriculture"
"969",8521,"Legacy verification","Burial Mound","Scrub","Annual agriculture",2018-09-13,"45",40,"2","3 - damaged","Looting"
"970",9801,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-13,NA,NA,NA,"0 - No observation","Anthropogenic"
"971",9667,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-13,"500",300,"0","0 - No observation","Agriculture"
"972",8261,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"20",NA,"0.5","4 - seriously damaged","Agriculture"
"973",8522,"Legacy verification","Other","Pasture","Pasture",2018-09-13,"0",NA,"0","0 - No observation","No observation"
"974",9668,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-13,"20",16,"2.5","2 - minor damage","Other"
"975",8262,"Legacy verification","Other","Annual agriculture","Annual agriculture",2018-09-13,"0",NA,"0","2 - minor damage","Other"
"976",8263,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-13,"25",NA,"1","1 - pristine","Agriculture"
"977",8523,"Legacy verification","Extinct Burial Mound","Pasture","Scrub",2018-09-13,"0",NA,"2","5 - extinct or near extinct","Construction"
"978",9669,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-13,"25",20,"2","2 - minor damage","Construction"
"979",8524,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-13,"40",NA,"3.5","4 - seriously damaged","Looting"
"980",9670,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-13,"25",NA,"1","4 - seriously damaged","Looting"
"981",8264,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"24",NA,"1.6","2 - minor damage","Construction"
"982",8265,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-13,"15",NA,"1.5","3 - damaged","Looting"
"983",9671,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"20",NA,"0.3","5 - extinct or near extinct","Agriculture"
"984",8266,"Survey","Other","Pasture","Scrub",2018-09-13,"6",NA,"0.7","4 - seriously damaged","Other"
"985",8267,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-13,"10",NA,"1","2 - minor damage","Other"
"986",8525,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",2018-09-13,"0",NA,"1","5 - extinct or near extinct","Looting"
"987",8526,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",2018-09-13,"0",NA,"0","5 - extinct or near extinct","Construction"
"988",9672,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"30",NA,"1.5","3 - damaged","Agriculture"
"989",9673,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-13,"19",NA,"0.5","3 - damaged","Agriculture"
"990",9674,"Survey","Other","Pasture","Pasture",2018-09-13,"6",8,"1","0 - No observation","Other"
"991",9675,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-14,"10",8,"0.1","5 - extinct or near extinct","Agriculture"
"992",9676,"Survey","Burial Mound","Pasture","Scrub",2018-09-14,"21",17,"0.5","2 - minor damage","Other"
"993",8268,"Survey","Uncertain Mound","Pasture","Pasture",2018-09-14,"8",6,"1.2","0 - No observation","Anthropogenic"
"994",9677,"Survey","Uncertain Feature","Pasture","Scrub",2018-09-14,"12",10,"0.5","4 - seriously damaged","Other"
"995",8269,"Survey","Other","Pasture","Pasture",2018-09-14,"10",8,"0.8","0 - No observation","Anthropogenic"
"996",9678,"Survey","Extinct Burial Mound","Pasture","Scrub",2018-09-14,"20",15,"0.1","5 - extinct or near extinct","Agriculture"
"997",8270,"Survey","Other","Pasture","Pasture",2018-09-14,"20",NA,"2.2","0 - No observation","Post-depositional"
"998",8271,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-14,"16",NA,"2","5 - extinct or near extinct","Other"
"999",9679,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"40",35,"2","3 - damaged","Looting"
"1000",8272,"Survey","Other","Pasture","Pasture",2018-09-14,"16",NA,"2","0 - No observation","Other"
"1001",8527,"Legacy verification","Burial Mound","Pasture","Forest",2018-09-14,"50",45,"4","2 - minor damage","Looting"
"1002",8273,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-14,"25",NA,"4","2 - minor damage","Looting"
"1003",9680,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"20",9,"0.5","3 - damaged","Agriculture"
"1004",8274,"Local informant","Burial Mound","Pasture","Pasture",2018-09-14,"12",NA,"1.1","2 - minor damage","Agriculture"
"1005",9681,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"25",NA,"2.5","3 - damaged","Looting"
"1006",8275,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-14,"20",NA,"1.5","3 - damaged","Looting"
"1007",8276,"Legacy verification","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-14,"12",NA,"0.7","4 - seriously damaged","Agriculture"
"1008",8528,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-14,"25",20,"2","3 - damaged","Looting"
"1009",9682,"Survey","Uncertain Feature","Annual agriculture","Scrub",2018-09-14,"5",2,"0.1","0 - No observation","No observation"
"1010",8277,"Legacy verification","Burial Mound","Forest","Forest",2018-09-14,"25",NA,"2.7","4 - seriously damaged","Looting"
"1011",8529,"Legacy verification","Other","Pasture","Pasture",2018-09-14,"0",NA,"0","0 - No observation","No observation"
"1012",9683,"Survey","Burial Mound","Annual agriculture","Scrub",2018-09-14,"30",NA,"2.5","3 - damaged","Looting"
"1013",8530,"Legacy verification","Burial Mound","Annual agriculture","Forest",2018-09-14,"33",28,"2.5","3 - damaged","Looting"
"1014",9684,"Survey","Uncertain Feature","Annual agriculture","Scrub",2018-09-14,"10",10,"0.5","0 - No observation","Agriculture"
"1015",8278,"Legacy verification","Other","Forest","Pasture",2018-09-14,"5",NA,"2.2","0 - No observation","Construction"
"1016",8279,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-14,"8",NA,"1.5","5 - extinct or near extinct","Looting"
"1017",9685,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"25",NA,"0.5","2 - minor damage","Agriculture"
"1018",9686,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-14,"40",30,"1.5","2 - minor damage","Agriculture"
"1019",9687,"Survey","Uncertain Feature","Scrub","Scrub",2018-09-17,"6",6,"0.5","0 - No observation","Other"
"1020",9688,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"24",20,"1.5","3 - damaged","Looting"
"1021",9689,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-17,"30",20,"1.8","4 - seriously damaged","Other"
"1022",9690,"Survey","Other","Scrub","Scrub",2018-09-17,"14",12,"2","0 - No observation","Other"
"1023",8280,"Survey","Other","Pasture","Pasture",2018-09-17,"20",NA,"3","5 - extinct or near extinct","Construction"
"1024",8531,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-17,"0",NA,"0","5 - extinct or near extinct","Construction"
"1025",8281,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-17,"20",15,"1.5","5 - extinct or near extinct","Other"
"1026",9691,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"15",NA,"1","4 - seriously damaged","Looting"
"1027",8282,"Survey","Burial Mound","Pasture","Pasture",2018-09-17,"16",NA,"1","2 - minor damage","Other"
"1028",9692,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"40",35,"5","3 - damaged","Looting"
"1029",8283,"Legacy verification","Burial Mound","Scrub","Forest",2018-09-17,"18",NA,"2","2 - minor damage","Looting"
"1030",8532,"Legacy verification","Burial Mound","Pasture","Forest",2018-09-17,"42",38,"3","3 - damaged","Looting"
"1031",8284,"Survey","Burial Mound","Scrub","Pasture",2018-09-17,"12",10,"0.6","2 - minor damage","Looting"
"1032",9693,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-17,"50",40,"6","3 - damaged","Looting"
"1033",8285,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-17,"20",NA,"2.3","3 - damaged","Looting"
"1034",9694,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"20",15,"2","2 - minor damage","Looting"
"1035",8533,"Legacy verification","Burial Mound","Scrub","Forest",2018-09-17,"20",18,"1.4","2 - minor damage","Post-depositional"
"1036",8286,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-17,"0",NA,"0","0 - No observation","No observation"
"1037",8534,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-17,"25",25,"1.5","1 - pristine","No observation"
"1038",8287,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-17,"12",NA,"0.8","3 - damaged","Agriculture"
"1039",8535,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-17,"0",NA,"0","5 - extinct or near extinct","Construction"
"1040",8536,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-17,"30",22,"1.5","2 - minor damage","Agriculture"
"1041",9695,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-17,"24",NA,"1.5","4 - seriously damaged","Looting"
"1042",8537,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-18,"26",25,"0.6","5 - extinct or near extinct","Agriculture"
"1043",8538,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-18,"35",30,"1.2","5 - extinct or near extinct","Agriculture"
"1044",8288,"Legacy verification","Burial Mound","Forest","Scrub",2018-09-18,"12",NA,"1.5","3 - damaged","Looting"
"1045",8539,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-18,"35",33,"2","4 - seriously damaged","Looting"
"1046",8289,"Survey","Other","Pasture","Scrub",2018-09-18,"0 (extends throughout lower slope)",NA,"1","0 - No observation","Other"
"1047",8540,"Legacy verification","Other","Annual agriculture","Annual agriculture",2018-09-18,"0",0,"0","5 - extinct or near extinct","Agriculture"
"1048",8290,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-18,"14",NA,"2","4 - seriously damaged","Other"
"1049",8541,"Legacy verification","Other","Scrub","Urban",2018-09-18,"0",0,"0","5 - extinct or near extinct","Urban development"
"1050",8292,"Legacy verification","Extinct Burial Mound","Forest","Pasture",2018-09-18,"0",NA,"0.2","5 - extinct or near extinct","Agriculture"
"1051",8293,"Legacy verification","Other","Pasture","Pasture",2018-09-18,"0",NA,"0","0 - No observation","Other"
"1052",8294,"Survey","Surface Scatter","Annual agriculture","Scrub",2018-09-19,"100",NA,"0","3 - damaged","Agriculture"
"1053",9696,"Legacy verification","Uncertain Feature","Scrub","Scrub",2018-09-19,"45",20,"1.5","5 - extinct or near extinct","Construction"
"1054",9697,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",2018-09-19,"20",20,"1","3 - damaged","Looting"
"1055",8295,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-19,"30",NA,"2","4 - seriously damaged","Looting"
"1056",8296,"Survey","Uncertain Feature","Annual agriculture","Scrub",2018-09-19,"8",NA,"0.5","5 - extinct or near extinct","Agriculture"
"1057",8297,"Survey","Extinct Burial Mound","Annual agriculture","Pasture",2018-09-19,"12",8,"0.5","5 - extinct or near extinct","Agriculture"
"1058",8298,"Survey","Extinct Burial Mound","Annual agriculture","Annual agriculture",2018-09-19,"8",NA,"0.3","5 - extinct or near extinct","Agriculture"
"1059",9698,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-19,"60",55,"5","3 - damaged","Looting"
"1060",8299,"Legacy verification","Burial Mound","Annual agriculture","Forest",2018-09-19,"30 (diameter obscured by trees)?",NA,"5","2 - minor damage","Looting"
"1061",9699,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-19,"30",25,"2.5","3 - damaged","Looting"
"1062",8700,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-19,"30",NA,"4","4 - seriously damaged","Looting"
"1063",9700,"Survey","Surface Scatter","Annual agriculture","Pasture",2018-09-19,"500",NA,"0","0 - No observation","No observation"
"1064",9701,"Local informant","Burial Mound","Pasture","Scrub",2018-09-19,"20",20,"0","5 - extinct or near extinct","Looting"
"1065",8701,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-19,"15",NA,"1.2","3 - damaged","Looting"
"1066",9702,"Survey","Uncertain Feature","Pasture","Scrub",2018-09-19,"20",NA,"1.5","3 - damaged","Post-depositional"
"1067",9703,"Survey","Burial Mound","Annual agriculture","Scrub",2018-09-19,"30",20,"0.5","2 - minor damage","Animal activity"
"1068",8702,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-19,"20",NA,"2","0 - No observation","Post-depositional"
"1069",8703,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-19,"16",NA,"1.7","1 - pristine","Post-depositional"
"1070",8704,"Survey","Burial Mound","Annual agriculture","Scrub",2018-09-19,"8",NA,"1.1","2 - minor damage","Agriculture"
"1071",9704,"Legacy verification","Extinct Burial Mound","Forest","Forest",2018-09-19,"0",NA,"0","5 - extinct or near extinct","Post-depositional"
"1072",9705,"Legacy verification","Extinct Burial Mound","Scrub","Forest",2018-09-19,"0",NA,"0","5 - extinct or near extinct","Post-depositional"
"1073",8542,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-20,"20",18,"2","3 - damaged","Looting"
"1074",9802,"Survey","Tell","Annual agriculture","Annual agriculture",2018-09-20,NA,NA,"0.01","0 - No observation","Agriculture"
"1075",8543,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-20,"30",30,"2.5","4 - seriously damaged","Looting"
"1076",9803,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-20,NA,NA,NA,"0 - No observation","Agriculture"
"1077",8544,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-20,"30",20,"1","2 - minor damage","Agriculture"
"1078",8545,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-20,"20",15,"1","5 - extinct or near extinct","Agriculture"
"1079",9804,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-20,"15",NA,"1.5","1 - pristine","Post-depositional"
"1080",8546,"Legacy verification","Burial Mound","Pasture","Forest",2018-09-20,"10",NA,"0.5","5 - extinct or near extinct","Looting"
"1081",9805,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-20,NA,NA,"0.01","0 - No observation","Agriculture"
"1082",8547,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-20,"45",NA,"3","4 - seriously damaged","Looting"
"1083",8548,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-20,"45",NA,"5","2 - minor damage","Construction"
"1084",8549,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-21,"30",25,"1.6","3 - damaged","Looting"
"1085",8550,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-21,"20",18,"0.5","4 - seriously damaged","Looting"
"1086",9806,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-21,NA,NA,NA,"0 - No observation","Anthropogenic"
"1087",8551,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-21,"30",30,"1.5","4 - seriously damaged","Looting"
"1088",9807,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-21,NA,NA,NA,"0 - No observation","Anthropogenic"
"1089",8552,"Legacy verification","Extinct Burial Mound","Forest","Forest",2018-09-21,"0",NA,"0","5 - extinct or near extinct","Construction"
"1090",8553,"Legacy verification","Burial Mound","Forest","Forest",2018-09-21,"20",NA,"0","5 - extinct or near extinct","Looting"
"1091",9706,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-25,"25",NA,"1","3 - damaged","Agriculture"
"1092",8554,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"30",NA,"1.5","3 - damaged","Looting"
"1093",9707,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"25",25,"2.5","3 - damaged","Looting"
"1094",8555,"Legacy verification","Other","Forest","Forest",2018-09-25,"0",NA,"0","0 - No observation","No observation"
"1095",9708,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2018-09-25,"20",20,"0.5","4 - seriously damaged","Agriculture"
"1096",8556,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"15",NA,"0.5","4 - seriously damaged","Looting"
"1097",9709,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2018-09-25,"25",NA,"0.5","4 - seriously damaged","Agriculture"
"1098",9710,"Survey","Extinct Burial Mound","Scrub","Annual agriculture",2018-09-25,"0",NA,"0","5 - extinct or near extinct","Looting"
"1099",8557,"Legacy verification","Burial Mound","Forest","Pasture",2018-09-25,"45",NA,"4","3 - damaged","Looting"
"1100",9711,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-25,"0",NA,"0","5 - extinct or near extinct","Looting"
"1101",9712,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",2018-09-25,"0",NA,"0","5 - extinct or near extinct","Looting"
"1102",9713,"Survey","Burial Mound","Forest","Annual agriculture",2018-09-25,"25",20,"3","2 - minor damage","Animal activity"
"1103",9714,"Legacy verification","Burial Mound","Forest","Forest",2018-09-25,"20",NA,"1","4 - seriously damaged","Looting"
"1104",9715,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-25,"30",25,"1","3 - damaged","Agriculture"
"1105",8558,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-25,"25",NA,"1.8","2 - minor damage","Urban development"
"1106",9716,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2018-09-25,"30",25,"0.5","4 - seriously damaged","Agriculture"
"1107",8559,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-25,"26",20,"0.4","4 - seriously damaged","Agriculture"
"1108",9717,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,"300",NA,"0","0 - No observation","Agriculture"
"1109",9718,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-25,"50",40,"4","4 - seriously damaged","Looting"
"1110",8560,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-25,"30",NA,"1.6","1 - pristine","Agriculture"
"1111",8561,"Survey","Uncertain Feature","Pasture","Pasture",2018-09-25,"25",20,"1","3 - damaged","Agriculture"
"1112",8562,"Survey","Uncertain Feature","Pasture","Pasture",2018-09-25,"25",20,"0.5","4 - seriously damaged","Agriculture"
"1113",8563,"Survey","Uncertain Feature","Scrub","Pasture",2018-09-25,"30",30,"0.4","4 - seriously damaged","Agriculture"
"1114",9719,"Survey","Burial Mound","Pasture","Pasture",2018-09-25,"35",25,"1","4 - seriously damaged","Looting"
"1115",9720,"Survey","Burial Mound","Pasture","Pasture",2018-09-25,"30",25,"1.5","2 - minor damage","Looting"
"1116",9808,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","Anthropogenic"
"1117",9809,"Survey","Surface Scatter","Scrub","Scrub",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1118",9810,"Survey","Surface Scatter","Scrub","Pasture",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1119",9811,"Legacy verification","Surface Scatter","Forest","Forest",2018-09-25,NA,NA,NA,"4 - seriously damaged","Anthropogenic"
"1120",9812,"Survey","Surface Scatter","Pasture","Pasture",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1121",9813,"Survey","Surface Scatter","Other","Other",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1122",9814,"Survey","Surface Scatter","Other","Other",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1123",9815,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","Anthropogenic"
"1124",9816,"Survey","Other","Pasture","Pasture",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1125",9817,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1126",9818,"Survey","Other","Forest","Forest",2018-09-25,NA,NA,NA,"0 - No observation","No observation"
"1127",9819,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-25,NA,NA,NA,"0 - No observation","Agriculture"
"1128",8705,"Survey","Other","Pasture","Pasture",2018-09-26,"0",NA,"2","0 - No observation","No observation"
"1129",9721,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2018-09-26,"0",NA,"0","5 - extinct or near extinct","Other"
"1130",8706,"Survey","Other","Pasture","Pasture",2018-09-26,"0",NA,"0.5","0 - No observation","Other"
"1131",8707,"Survey","Other","Pasture","Pasture",2018-09-26,"5",NA,"1.5","0 - No observation","Other"
"1132",8708,"Survey","Other","Pasture","Pasture",2018-09-26,"6",8,"3","0 - No observation","Other"
"1133",8709,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-26,"100",NA,"2.2","5 - extinct or near extinct","Other"
"1134",8710,"Survey","Other","Pasture","Pasture",2018-09-26,"16",14,"0.5","0 - No observation","Other"
"1135",9722,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2018-09-26,"0",NA,"0","5 - extinct or near extinct","Looting"
"1136",8711,"Survey","Other","Pasture","Pasture",2018-09-26,"8",4,"2.2","0 - No observation","Other"
"1137",9723,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-26,"20",NA,"1","3 - damaged","Looting"
"1138",8712,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-26,"8",NA,"0.8","1 - pristine","Post-depositional"
"1139",9724,"Legacy verification","Burial Mound","Scrub","Pasture",2018-09-26,"35",NA,"4","4 - seriously damaged","Looting"
"1140",9725,"Survey","Burial Mound","Scrub","Scrub",2018-09-26,"35",NA,"3","4 - seriously damaged","Looting"
"1141",9726,"Survey","Burial Mound","Scrub","Scrub",2018-09-26,"20",15,"1","4 - seriously damaged","Looting"
"1142",9727,"Legacy verification","Burial Mound","Scrub","Scrub",2018-09-26,"15",10,"0.5","4 - seriously damaged","Looting"
"1143",9728,"Legacy verification","Extinct Burial Mound","Pasture","Pasture",2018-09-27,"80",20,"1.5","4 - seriously damaged","Excavation"
"1144",9820,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation"
"1145",9729,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2018-09-27,"45",40,"2","2 - minor damage","Looting"
"1146",9730,"Legacy verification","Extinct Burial Mound","Scrub","Scrub",2018-09-27,"0",NA,"0","5 - extinct or near extinct","Construction"
"1147",9821,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation"
"1148",9731,"Legacy verification","Burial Mound","Forest","Forest",2018-09-27,"15",15,"1","3 - damaged","Other"
"1149",9822,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation"
"1150",9732,"Legacy verification","Burial Mound","Scrub","Annual agriculture",2018-09-27,"32",30,"4","4 - seriously damaged","Looting"
"1151",9823,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation"
"1152",9733,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-27,"17",NA,"0.5","3 - damaged","Looting"
"1153",9824,"Survey","Surface Scatter","Annual agriculture","Annual agriculture",2018-09-27,"0",NA,"0","0 - No observation","No observation"
"1154",8713,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2018-09-28,"25",15,"2.5","3 - damaged","Agriculture"
"1155",8714,"Legacy verification","Burial Mound","Scrub","Pasture",2018-09-28,"18",NA,"1.7","2 - minor damage","Other"
"1156",8715,"Survey","Burial Mound","Pasture","Pasture",2018-09-28,"16",NA,"1.2","4 - seriously damaged","Other"
"1157",8716,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"25",NA,"3","3 - damaged","Looting"
"1158",9734,"Legacy verification","Burial Mound","Pasture","Scrub",2018-09-28,"10",10,"1","4 - seriously damaged","Looting"
"1159",8717,"Legacy verification","Burial Mound","Pasture","Pasture",2018-09-28,"70",NA,"2.5","1 - pristine","Post-depositional"
