TopoID,Notes,LU_Around,LU_top,RS_Status,RS_feature_type,Source,Length,Width,AtlasHeight,Atlas_page,RT_number,CRM,Elevation,Needs_GC,AS_feedback,RS_note,2001,2003,2004,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Stephanie_Notes,Honza_Notes,Tatjana_Notes
200083,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,NA,p.3,nothing sighted,NA,,,LU ok,,,,,,,,,,X - no new capture this year,,,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,,,
200086,"eliminated during highway construction, check historical imagery",Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,34,32,3,p.3,"nothing visible in GE 2016, visble mound in 2005-2009, the last has excavation trenches all over",5,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,? = maybe something unsure,? = maybe something unsure,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,X - no new capture this year,,,
200087,"eliminated during highway construction, check historical imagery",Other,Other,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,2.5,p.3,nothing visible in GE 2017,5,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,X - no new capture this year,,,
200088,"eliminated during highway construction, check historical imagery",Pasture,Pasture,"TP - mound recognized clearly in imagery, either current, or some historical image.",Surface feature,Atlas of Yambol Mounds,27,27,8,p.3,nothing visible in GE 2018,1,,,LU ok,,X - no new capture this year,X - no new capture this year,X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column","$$ = yes, visible but in different form than indicated in RS Feature column",X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","N = no, not visible this year",X - no new capture this year,X - no new capture this year,Looks like it was excavated around 2009,,
200109,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Russian topo maps,NA,NA,NA,p.7,"two field islands located 150 to NW, possible mounds?",NA,,,LU ok,,,,,,,,,,X - no new capture this year,,,,,,skipped by kiri,,
200110,looks like swamp,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.7,,NA,,,LU ok,,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,,,
200111,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.7,lots of white bleached round stains in the soil,NA,,,LU ok,,"N = no, not visible this year","$$ = yes, visible but in different form than indicated in RS Feature column","$$ = yes, visible but in different form than indicated in RS Feature column","$$ = yes, visible but in different form than indicated in RS Feature column",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column",X - no new capture this year,"$$ = yes, visible but in different form than indicated in RS Feature column","Review please, most visible in 2004, other times is just barely noticable as coloured marks ",,
200112,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.7,,NA,,,LU ok,,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",,,
200113,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.7,,NA,,,LU ok,,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",,,
200114,,Annual,Annual,"FP = no sign of a mound here in 2016 (most recent layer), either mound never existed (error in Russian topo maps), or it is elsewhere (precision error), or it has been removed in the last 20 years and there is no measurable entity left on the ground",None visible,Atlas of Yambol Mounds,NA,NA,1,p.7,,NA,,,LU ok,,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",,,
200123,footprint of mound?,Annual,Annual,"TP - mound recognized clearly in imagery, either current, or some historical image.",Soilmark,Atlas of Yambol Mounds,35,35,3,p.7,"mound extinct, only a footprint",5,,,LU ok,spot on the ground,"Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,"N = no, not visible this year","Y = yes, visible in the same form as indicated in RS Feature column",X - no new capture this year,"N = no, not visible this year","Review, was difficult to decide about some marks",,
200124,forest or scrub cover,Forest,Forest,unverifiable: RS impossible,None visible,Atlas of Yambol Mounds,NA,NA,2,p.7,no visibility,NA,no visibility,,LU ok,forest or scrub cover,"N = no, not visible this year","N = no, not visible this year","N = no, not visible this year","N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",X - no new capture this year,X - no new capture this year,X - no new capture this year,"N = no, not visible this year",X - no new capture this year,"N = no, not visible this year",,,
